"","detectorid","highwayid","enabledflag","locationtext","detectortype","detectorclass","detectortitle","detectorstatus","lanenumber","stationid","rampid","controllerid","end_date","start_date","milepost","agency_lane","atms_id"
"179",100450,10,1,"OR 217/Kruse Way (2R310) to SB I-5",8,1,"100450/1",0,2,1037,1037,1037,NA,2014-05-01 00:00:00,7,1,1082
"180",100447,2,1,"Carman (2R322) to SB I-5",8,1,"100447/1",0,3,1038,1038,1038,NA,2014-09-19 00:00:00,291.25,1,1067
"181",100448,2,1,"Carman (2R322) to SB I-5",8,1,"100448/2",0,2,1038,1038,1038,NA,2014-09-19 00:00:00,291.25,2,1066
"182",100449,2,1,"Carman (2R322) to SB I-5",8,1,"100449/3",0,1,1038,1038,1038,NA,2014-09-19 00:00:00,291.25,3,1065
"183",100444,2,1,"Lower Boones (2R321) to SB I-5",8,1,"100444/1",0,3,1039,1039,1039,NA,2014-09-19 00:00:00,290.4,1,1051
"184",100445,2,1,"Lower Boones (2R321) to SB I-5",8,1,"100445/2",0,2,1039,1039,1039,NA,2014-09-19 00:00:00,290.4,2,1050
"185",100446,2,1,"Lower Boones (2R321) to SB I-5",8,1,"100446/3",0,1,1039,1039,1039,NA,2014-09-19 00:00:00,290.4,3,1049
"186",100441,2,1,"Nyberg (2R320) to SB I-5",8,1,"100441/1",0,3,1040,1040,1040,NA,2014-09-19 00:00:00,289.38,1,1035
"187",100442,2,1,"Nyberg (2R320) to SB I-5",8,1,"100442/2",0,2,1040,1040,1040,NA,2014-09-19 00:00:00,289.38,2,1034
"188",100443,2,1,"Nyberg (2R320) to SB I-5",8,1,"100443/3",0,1,1040,1040,1040,NA,2014-09-19 00:00:00,289.38,3,1033
"189",100922,3,1,"82nd Dr/Gladstone (2R044) to NB I-205",8,1,"100922/1",20,3,1042,1042,1042,NA,2014-09-01 00:00:00,11.05,1,1323
"190",100923,3,1,"82nd Dr/Gladstone (2R044) to NB I-205",8,1,"100923/2",20,2,1042,1042,1042,NA,2014-09-01 00:00:00,11.05,2,1322
"191",100926,3,1,"Or 212/224 (2R045) to NB I-205",8,1,"100926/2",20,3,1043,1043,1043,NA,2014-09-01 00:00:00,12.94,2,1331
"192",100927,3,1,"Or 212/224 (2R045) to NB I-205",8,1,"100927/3",20,2,1043,1043,1043,NA,2014-09-01 00:00:00,12.94,3,1330
"193",100931,3,1,"Lawnfield (2R046) to NB I-205",8,1,"100931/3",1,1,1044,1044,1044,NA,2014-12-02 16:17:40,13.58,3,1337
"194",100930,3,1,"Lawnfield (2R046) to NB I-205",8,1,"100930/2",1,2,1044,1044,1044,NA,2014-12-02 16:17:40,13.58,2,1338
"195",100929,3,1,"Lawnfield (2R046) to NB I-205",8,1,"100929/1",1,3,1044,1044,1044,NA,2014-12-02 16:17:40,13.58,1,1339
"196",100937,3,1,"Sunnyside (2R054) to NB I-205",8,1,"100937/3",1,1,1045,1045,1045,NA,2014-12-01 16:01:20,14.32,3,1345
"197",100936,3,1,"Sunnyside (2R054) to NB I-205",8,1,"100936/2",1,2,1045,1045,1045,NA,2014-12-01 16:01:20,14.32,2,1346
"198",100935,3,1,"Sunnyside (2R054) to NB I-205",8,1,"100935/1",1,3,1045,1045,1045,NA,2014-12-01 16:01:20,14.32,1,1347
"199",100940,3,1,"Johnson Cr (2R049) to NB I-205",8,1,"100940/3",1,1,1046,1046,1046,NA,2014-12-01 16:02:00,16.2,3,1353
"200",100939,3,1,"Johnson Cr (2R049) to NB I-205",8,1,"100939/2",1,2,1046,1046,1046,NA,2014-12-01 16:02:00,16.2,2,1354
"201",100938,3,1,"Johnson Cr (2R049) to NB I-205",8,1,"100938/1",1,3,1046,1046,1046,NA,2014-12-01 16:02:00,16.2,1,1355
"202",100943,3,1,"Foster (2R050) to NB I-205",8,1,"100943/3",1,1,1047,1047,1047,NA,2014-12-01 16:02:40,18.1,3,1361
"203",100942,3,1,"Foster (2R050) to NB I-205",8,1,"100942/2",1,2,1047,1047,1047,NA,2014-12-01 16:02:40,18.1,2,1362
"204",100941,3,1,"Foster (2R050) to NB I-205",8,1,"100941/1",1,3,1047,1047,1047,NA,2014-12-01 16:02:40,18.1,1,1363
"205",100949,3,1,"Division (2R052) to NB I-205",8,1,"100949/3",1,1,1048,1048,1048,NA,2014-12-01 16:03:40,19.78,3,1369
"206",100948,3,1,"Division (2R052) to NB I-205",8,1,"100948/2",1,2,1048,1048,1048,NA,2014-12-01 16:03:40,19.78,2,1370
"207",100947,3,1,"Division (2R052) to NB I-205",8,1,"100947/1",1,3,1048,1048,1048,NA,2014-12-01 16:03:40,19.78,1,1371
"208",101019,4,1,"WB Airport Way (2R026) to SB I-205 ",8,1,"101019/3",1,1,1049,1049,1049,NA,2014-12-03 09:47:40,24.77,3,1377
"209",101018,4,1,"WB Airport Way (2R026) to SB I-205 ",8,1,"101018/2",1,2,1049,1049,1049,NA,2014-12-03 09:47:40,24.77,2,1378
"210",101017,4,1,"WB Airport Way (2R026) to SB I-205 ",8,1,"101017/1",1,3,1049,1049,1049,NA,2014-12-03 09:47:40,24.77,1,1379
"211",101016,4,1,"EB Airport Way (2R027) to SB I-205",8,1,"101016/3",1,1,1050,1050,1050,NA,2014-12-03 09:52:00,24.66,3,1385
"212",101015,4,1,"EB Airport Way (2R027) to SB I-205",8,1,"101015/2",1,2,1050,1050,1050,NA,2014-12-03 09:52:00,24.66,2,1386
"213",101014,4,1,"EB Airport Way (2R027) to SB I-205",8,1,"101014/1",1,3,1050,1050,1050,NA,2014-12-03 09:52:00,24.66,1,1387
"214",101007,4,1,"Washington (2R030) to SB I-205",8,1,"101007/3",1,1,1051,1051,1051,NA,2014-12-01 16:05:00,20.34,3,1393
"215",101006,4,1,"Washington (2R030) to SB I-205",8,1,"101006/2",1,2,1051,1051,1051,NA,2014-12-01 16:05:00,20.34,2,1394
"216",101005,4,1,"Washington (2R030) to SB I-205",8,1,"101005/1",1,3,1051,1051,1051,NA,2014-12-01 16:05:00,20.34,1,1395
"217",101004,4,1,"Division (2R031) to SB I-205",8,1,"101004/3",1,1,1052,1052,1052,NA,2014-12-01 16:06:20,19.25,3,1401
"218",101003,4,1,"Division (2R031) to SB I-205",8,1,"101003/2",1,2,1052,1052,1052,NA,2014-12-01 16:06:20,19.25,2,1402
"219",101002,4,1,"Division (2R031) to SB I-205",8,1,"101002/1",1,3,1052,1052,1052,NA,2014-12-01 16:06:20,19.25,1,1403
"220",101001,4,1,"Powell (2R032) to SB I-205",8,1,"101001/3",1,1,1053,1053,1053,NA,2014-12-01 16:07:00,18.92,3,1409
"221",101000,4,1,"Powell (2R032) to SB I-205",8,1,"101000/2",1,2,1053,1053,1053,NA,2014-12-01 16:07:00,18.92,2,1410
"222",100999,4,1,"Powell (2R032) to SB I-205",8,1,"100999/1",1,3,1053,1053,1053,NA,2014-12-01 16:07:00,18.92,1,1411
"223",100998,4,1,"Foster (2R033) to SB I-205",8,1,"100998/3",1,1,1054,1054,1054,NA,2014-12-01 16:07:40,17.5,3,1417
"224",100997,4,1,"Foster (2R033) to SB I-205",8,1,"100997/2",1,2,1054,1054,1054,NA,2014-12-01 16:07:40,17.5,2,1418
"225",100996,4,1,"Foster (2R033) to SB I-205",8,1,"100996/1",1,3,1054,1054,1054,NA,2014-12-01 16:07:40,17.5,1,1419
"226",100880,7,1,"Grand (2R075) to EB I-84",8,1,"100880/3",1,1,1055,1055,1055,NA,2014-11-18 14:37:20,0.52,3,1425
"227",100879,7,1,"Grand (2R075) to EB I-84",8,1,"100879/2",1,2,1055,1055,1055,NA,2014-11-18 14:37:20,0.52,2,1426
"228",100878,7,1,"Grand (2R075) to EB I-84",8,1,"100878/1",1,3,1055,1055,1055,NA,2014-11-18 14:37:20,0.52,1,1427
"229",100883,7,1,"16th ( 2R076) to EB I-84",8,1,"100883/3",1,1,1056,1056,1056,NA,2014-11-05 12:32:20,1.33,3,1432
"230",100882,7,1,"16th ( 2R076) to EB I-84",8,1,"100882/2",1,2,1056,1056,1056,NA,2014-11-05 12:32:20,1.33,2,1433
"231",100881,7,1,"16th ( 2R076) to EB I-84",8,1,"100881/1",1,3,1056,1056,1056,NA,2014-11-05 12:32:20,1.33,1,1434
"232",100886,7,1,"Cesar Chavez (2R078) to EB I-84",8,1,"100886/3",1,1,1057,1057,1057,NA,2014-11-18 14:38:00,2.6,3,1440
"233",100885,7,1,"Cesar Chavez (2R078) to EB I-84",8,1,"100885/2",1,2,1057,1057,1057,NA,2014-11-18 14:38:00,2.6,2,1441
"234",100884,7,1,"Cesar Chavez (2R078) to EB I-84",8,1,"100884/1",1,3,1057,1057,1057,NA,2014-11-18 14:38:00,2.6,1,1442
"235",100902,8,1,"82nd/Halsey (2R080) to WB I-84",8,1,"100902/3",1,1,1059,1059,1059,NA,2014-11-17 11:35:40,4.9,3,1456
"236",100901,8,1,"82nd/Halsey (2R080) to WB I-84",8,1,"100901/2",1,2,1059,1059,1059,NA,2014-11-17 11:35:40,4.9,2,1457
"237",100900,8,1,"82nd/Halsey (2R080) to WB I-84",8,1,"100900/1",1,3,1059,1059,1059,NA,2014-11-17 11:35:40,4.9,1,1458
"238",100899,8,1,"58th (2R081) to WB I-84",8,1,"100899/3",1,1,1060,1060,1060,NA,2014-11-17 11:35:20,3.43,3,1464
"239",100898,8,1,"58th (2R081) to WB I-84",8,1,"100898/2",1,2,1060,1060,1060,NA,2014-11-17 11:35:20,3.43,2,1465
"240",100897,8,1,"58th (2R081) to WB I-84",8,1,"100897/1",1,3,1060,1060,1060,NA,2014-11-17 11:35:20,3.43,1,1466
"241",100896,8,1,"Sandy (2R079) to WB I-84",8,1,"100896/3",1,1,1061,1061,1061,NA,2014-11-17 11:35:20,2.4,3,1472
"242",100895,8,1,"Sandy (2R079) to WB I-84",8,1,"100895/2",1,2,1061,1061,1061,NA,2014-11-17 11:35:20,2.4,2,1473
"243",100894,8,1,"Sandy (2R079) to WB I-84",8,1,"100894/1",1,3,1061,1061,1061,NA,2014-11-17 11:35:20,2.4,1,1474
"244",100893,8,1,"33rd (2R077) to WB I-84",8,1,"100893/4",1,1,1062,1062,1062,NA,2014-11-17 11:32:40,2.1,4,1480
"245",100892,8,1,"33rd (2R077) to WB I-84",8,1,"100892/3",1,2,1062,1062,1062,NA,2014-11-17 11:32:40,2.1,3,1481
"246",100891,8,1,"33rd (2R077) to WB I-84",8,1,"100891/2",1,3,1062,1062,1062,NA,2014-11-17 11:32:40,2.1,2,1482
"247",100890,8,1,"33rd (2R077) to WB I-84",8,1,"100890/1",1,4,1062,1062,1062,NA,2014-11-17 11:32:40,2.1,1,1483
"248",100067,9,1,"Walker Rd NB",8,1,"100067/2",0,1,1063,1063,1063,NA,2014-05-01 00:00:00,0.66,2,1544
"249",100042,9,1,"Denney Rd NB",8,1,"100042/1",0,2,1066,1066,1066,NA,2014-05-01 00:00:00,2.68,1,1524
"250",100043,9,1,"Denney Rd NB",8,1,"100043/2",0,1,1066,1066,1066,NA,2014-05-01 00:00:00,2.68,2,1523
"251",100002,9,1,"72nd Ave NB to NB",8,1,"100002/1",0,2,1071,1071,1071,NA,2014-05-01 00:00:00,6.61,1,1489
"252",100003,9,1,"72nd Ave NB to NB",8,1,"100003/2",0,1,1071,1071,1071,NA,2014-05-01 00:00:00,6.61,2,1488
"253",100165,10,1,"72nd SB",8,1,"100165/1",0,3,1072,1072,1072,NA,2014-05-01 00:00:00,6.77,1,1610
"254",100166,10,1,"72nd SB",8,1,"100166/2",0,2,1072,1072,1072,NA,2014-05-01 00:00:00,6.77,2,1609
"255",100167,10,1,"72nd SB",8,1,"100167/3",0,1,1072,1072,1072,NA,2014-05-01 00:00:00,6.77,3,1608
"256",100158,10,1,"99W EB to SB",8,1,"100158/2",0,1,1073,1073,1073,NA,2014-05-01 00:00:00,5.95,2,1601
"257",100157,10,1,"99W EB to SB",8,1,"100157/1",0,2,1073,1073,1073,NA,2014-05-01 00:00:00,5.95,1,1602
"258",100149,10,1,"Greenburg SB",8,1,"100149/1",0,2,1074,1074,1074,NA,2014-05-01 00:00:00,5.11,1,1595
"259",100150,10,1,"Greenburg SB",8,1,"100150/2",0,1,1074,1074,1074,NA,2014-05-01 00:00:00,5.11,2,1594
"260",100141,10,1,"Scholls Fy SB",8,1,"100141/1",0,2,1075,1075,1075,NA,2014-05-01 00:00:00,4.35,1,1588
"261",100142,10,1,"Scholls Fy SB",8,1,"100142/2",0,1,1075,1075,1075,NA,2014-05-01 00:00:00,4.35,2,1587
"262",100128,10,1,"Hall Blvd SB",8,1,"100128/2",0,1,1076,1076,1076,NA,2014-05-01 00:00:00,NA,2,1580
"263",100127,10,1,"Hall Blvd SB",8,1,"100127/1",0,2,1076,1076,1076,NA,2014-05-01 00:00:00,NA,1,1581
"264",100119,10,1,"Denney Rd SB",8,1,"100119/1",0,2,1077,1077,1077,NA,2014-05-01 00:00:00,3.12,1,1574
"265",100120,10,1,"Denney Rd SB",8,1,"100120/2",0,1,1077,1077,1077,NA,2014-05-01 00:00:00,3.12,2,1573
"266",100118,10,1,"Allen Blvd SB",8,1,"100118/2",0,1,1078,1078,1078,NA,2014-05-01 00:00:00,2.55,2,1566
"267",100117,10,1,"Allen Blvd SB",8,1,"100117/1",0,2,1078,1078,1078,NA,2014-05-01 00:00:00,2.55,1,1567
"268",100103,10,1,"B-H Hwy SB",8,1,"100103/1",0,2,1079,1079,1079,NA,2014-05-01 00:00:00,1.92,1,1560
"269",100104,10,1,"B-H Hwy SB",8,1,"100104/2",0,1,1079,1079,1079,NA,2014-05-01 00:00:00,1.92,2,1559
"270",100094,10,1,"Walker Rd SB",8,1,"100094/1",0,3,1080,1080,1080,NA,2014-05-01 00:00:00,0.76,1,1553
"271",100095,10,1,"Walker Rd SB",8,1,"100095/2",0,2,1080,1080,1080,NA,2014-05-01 00:00:00,0.76,2,1552
"272",100096,10,1,"Walker Rd SB",8,1,"100096/3",0,1,1080,1080,1080,NA,2014-05-01 00:00:00,0.76,3,1551
"273",100847,11,1,"Helvetia (2R374) to EB US 26",8,1,"100847/1",1,2,1081,1081,1081,NA,2015-06-02 15:10:00,61.25,1,1616
"274",100848,11,1,"Helvetia (2R374) to EB US 26",8,1,"100848/2",1,1,1081,1081,1081,NA,2015-06-02 15:10:00,61.25,2,1615
"275",100849,11,1,"SB Cornelius Pass Rd Loop (2R373) to EB US 26",8,1,"100849/1",1,2,1082,1082,1082,NA,2015-06-02 15:10:00,62.47,1,1623
"276",100850,11,1,"SB Cornelius Pass Rd Loop (2R373) to EB US 26",8,1,"100850/2",1,1,1082,1082,1082,NA,2015-06-02 15:10:00,62.47,2,1622
"277",100856,11,1,"NB 185th Slip (2R376) to EB US 26",8,1,"100856/2",1,1,1083,1083,1083,NA,2015-06-02 15:10:00,64.34,2,1629
"278",100855,11,1,"NB 185th Slip (2R376) to EB US 26",8,1,"100855/1",1,2,1083,1083,1083,NA,2015-06-02 15:10:00,64.34,1,1630
"279",100854,11,1,"SB 185th Loop (2R375) to EB US 26",8,1,"100854/2",1,1,1084,1084,1084,NA,2015-06-02 15:10:00,64.29,2,1636
"280",100853,11,1,"SB 185th Loop (2R375) to EB US 26",8,1,"100853/1",1,2,1084,1084,1084,NA,2015-06-02 15:10:00,64.29,1,1637
"281",100858,11,1,"Cornell (2R372) to EB US 26",8,1,"100858/2",1,2,1085,1085,1085,NA,2015-06-02 15:10:00,65.9,2,1644
"282",100857,11,1,"Cornell (2R372) to EB US 26",8,1,"100857/1",1,3,1085,1085,1085,NA,2015-06-02 15:10:00,65.9,1,1979
"283",100859,11,1,"Cornell (2R372) to EB US 26",8,1,"100859/3",1,1,1085,1085,1085,NA,2015-06-02 15:10:00,65.9,3,1643
"284",100860,11,1,"Murray (2R365) to EB US 26",8,1,"100860/1",1,3,1086,1086,1086,NA,2015-06-02 15:10:00,67.4,1,1652
"285",100659,11,1,"NB OR 217 (2R371) to EB US 26",8,1,"100659/3",0,1,1088,1088,1088,NA,2014-09-29 00:00:00,69.31,3,1664
"286",100657,11,1,"NB OR 217 (2R371) to EB US 26",8,1,"100657/1",0,3,1088,1088,1088,NA,2014-09-29 00:00:00,69.31,1,1666
"287",100658,11,1,"NB OR 217 (2R371) to EB US 26",8,1,"100658/2",0,2,1088,1088,1088,NA,2014-09-29 00:00:00,69.31,2,1665
"288",100651,11,1,"Parkway (2R370) to EB US 26",8,1,"100651/1",0,3,1089,1089,1089,NA,2014-09-29 00:00:00,69.31,1,1673
"289",100652,11,1,"Parkway (2R370) to EB US 26",8,1,"100652/2",0,2,1089,1089,1089,NA,2014-09-29 00:00:00,69.31,2,1672
"290",100653,11,1,"Parkway (2R370) to EB US 26",8,1,"100653/3",0,1,1089,1089,1089,NA,2014-09-29 00:00:00,69.31,3,1671
"291",100660,11,1,"Canyon (2R366) to EB US 26",8,1,"100660/1",0,3,1090,1090,1090,NA,2014-09-29 00:00:00,70.9,1,1680
"292",100661,11,1,"Canyon (2R366) to EB US 26",8,1,"100661/2",0,2,1090,1090,1090,NA,2014-09-29 00:00:00,70.9,2,1679
"293",100662,11,1,"Canyon (2R366) to EB US 26",8,1,"100662/3",0,1,1090,1090,1090,NA,2014-09-29 00:00:00,70.9,3,1678
"294",100669,11,1,"Skyline (2R368) to EB US 26",8,1,"100669/1",0,3,1091,1091,1091,NA,2014-09-29 00:00:00,71.37,1,1687
"295",100670,11,1,"Skyline (2R368) to EB US 26",8,1,"100670/2",0,2,1091,1091,1091,NA,2014-09-29 00:00:00,71.37,2,1686
"296",100671,11,1,"Skyline (2R368) to EB US 26",8,1,"100671/3",0,1,1091,1091,1091,NA,2014-09-29 00:00:00,71.37,3,1685
"297",100681,12,1,"Skyline (2R367) to WB US 26",8,1,"100681/1",0,3,1092,1092,1092,NA,2014-09-29 00:00:00,71.07,1,1695
"298",100682,12,1,"Skyline (2R367) to WB US 26",8,1,"100682/2",0,2,1092,1092,1092,NA,2014-09-29 00:00:00,71.07,2,1694
"299",100683,12,1,"Skyline (2R367) to WB US 26",8,1,"100683/3",0,1,1092,1092,1092,NA,2014-09-29 00:00:00,71.07,3,1693
"300",100873,12,1,"Cedar Hills (2R352) to WB US 26",8,1,"100873/1",1,3,1094,1094,1094,NA,2015-06-02 15:10:00,68.2,1,1710
"301",100875,12,1,"Cedar Hills (2R352) to WB US 26",8,1,"100875/3",1,1,1094,1094,1094,NA,2015-06-02 15:10:00,68.2,3,1708
"302",100368,6,1,"Front Ave SB",8,1,"100368/2",0,1,1096,1096,1096,NA,2014-05-01 00:00:00,0.55,2,1722
"303",100367,6,1,"Front Ave SB",8,1,"100367/1",0,2,1096,1096,1096,NA,2014-05-01 00:00:00,0.55,1,1723
"304",100876,7,1,"EB Morrison (2R074) to EB I-84",8,1,"100876/1",1,2,1097,1097,1097,NA,2015-06-02 15:10:00,0.1,1,1728
"305",100877,7,1,"EB Morrison (2R074) to EB I-84",8,1,"100877/2",1,1,1097,1097,1097,NA,2015-06-02 15:10:00,0.1,2,1727
"306",100995,4,1,"Johnson Creek (2R034) to SB I-205",8,1,"100995/3",1,1,1098,1098,1098,NA,2014-12-01 16:08:20,16.24,3,1730
"307",100994,4,1,"Johnson Creek (2R034) to SB I-205",8,1,"100994/2",1,2,1098,1098,1098,NA,2014-12-01 16:08:20,16.24,2,1731
"308",100993,4,1,"Johnson Creek (2R034) to SB I-205",8,1,"100993/1",1,3,1098,1098,1098,NA,2014-12-01 16:08:20,16.24,1,1732
"309",100983,4,1,"82nd Ave (2R040) to SB I-205",8,1,"100983/3",1,1,1099,1099,1099,NA,2014-12-02 16:20:00,13.38,3,1938
"310",100982,4,1,"82nd Ave (2R040) to SB I-205",8,1,"100982/2",1,2,1099,1099,1099,NA,2014-12-02 16:20:00,13.38,2,1939
"311",100981,4,1,"82nd Ave (2R040) to SB I-205",8,1,"100981/1",1,3,1099,1099,1099,NA,2014-12-02 16:20:00,13.38,1,1940
"312",100978,4,1,"OR 212/224 (2R038) to SB I-205",8,1,"100978/1",20,3,1100,1100,1100,NA,2014-09-01 00:00:00,12.67,1,1744
"313",100979,4,1,"OR 212/224 (2R038) to SB I-205",8,1,"100979/2",20,2,1100,1100,1100,NA,2014-09-01 00:00:00,12.67,2,1743
"314",100980,4,1,"OR 212/224 (2R038) to SB I-205",8,1,"100980/3",20,1,1100,1100,1100,NA,2014-09-01 00:00:00,12.67,3,1742
"315",100975,4,1,"82nd Dr/Gladstone (2R039) to SB I-205",8,1,"100975/1",20,3,1101,1101,1101,NA,2014-09-01 00:00:00,11.05,1,1750
"316",100976,4,1,"82nd Dr/Gladstone (2R039) to SB I-205",8,1,"100976/2",20,2,1101,1101,1101,NA,2014-09-01 00:00:00,11.05,2,1749
"317",100977,4,1,"82nd Dr/Gladstone (2R039) to SB I-205",8,1,"100977/3",20,1,1101,1101,1101,NA,2014-09-01 00:00:00,11.05,3,1748
"318",100973,4,1,"OR 213/Park Place (2R036) to SB I-205",8,1,"100973/2",20,2,1102,1102,1102,NA,2014-09-01 00:00:00,10.24,2,1755
"319",100974,4,1,"OR 213/Park Place (2R036) to SB I-205",8,1,"100974/3",20,1,1102,1102,1102,NA,2014-09-01 00:00:00,10.24,3,1754
"320",100972,4,1,"OR 213/Park Place (2R036) to SB I-205",8,1,"100972/1",20,3,1102,1102,1102,NA,2014-09-01 00:00:00,10.24,1,1756
"321",100968,4,1,"OR 43 (2R351) to SB I-205",8,1,"100968/1",20,2,1103,1103,1103,NA,2014-09-01 00:00:00,9.29,1,1761
"322",100969,4,1,"OR 43 (2R351) to SB I-205",8,1,"100969/2",20,1,1103,1103,1103,NA,2014-09-01 00:00:00,9.29,2,1760
"323",100805,2,1,"99W (2R324) to SB I-5",8,1,"100805/3",0,1,1105,1105,1105,NA,2014-10-23 00:00:00,293.36,3,1770
"324",100804,2,1,"99W (2R324) to SB I-5",8,1,"100804/2",0,2,1105,1105,1105,NA,2014-10-23 00:00:00,293.36,2,1771
"325",100803,2,1,"99W (2R324) to SB I-5",8,1,"100803/1",0,3,1105,1105,1105,NA,2014-10-23 00:00:00,293.36,1,1772
"326",100986,4,1,"Milwaukie Expressway (2R037) to SB I-205",8,1,"100986/3",1,1,1106,1106,1106,NA,2014-12-02 16:22:20,13.38,3,1736
"327",100985,4,1,"Milwaukie Expressway (2R037) to SB I-205",8,1,"100985/2",1,2,1106,1106,1106,NA,2014-12-02 16:22:20,13.38,2,1737
"328",100984,4,1,"Milwaukie Expressway (2R037) to SB I-205",8,1,"100984/1",1,3,1106,1106,1106,NA,2014-12-02 16:22:20,13.38,1,1738
"329",100808,2,1,"Capitol (2R306) on SB I-5",8,1,"100808/3",0,1,1107,1107,1107,NA,2014-10-23 00:00:00,295.18,3,1777
"330",100807,2,1,"Capitol (2R306) on SB I-5",8,1,"100807/2",0,2,1107,1107,1107,NA,2014-10-23 00:00:00,295.18,2,1778
"331",100806,2,1,"Capitol (2R306) on SB I-5",8,1,"100806/1",0,3,1107,1107,1107,NA,2014-10-23 00:00:00,295.18,1,1779
"332",100811,2,1,"Spring Garden (2R305) on SB I-5",8,1,"100811/3",0,1,1108,1108,1108,NA,2014-10-23 00:00:00,296.26,3,1780
"333",100810,2,1,"Spring Garden (2R305) on SB I-5",8,1,"100810/2",0,2,1108,1108,1108,NA,2014-10-23 00:00:00,296.26,2,1781
"334",100809,2,1,"Spring Garden (2R305) on SB I-5",8,1,"100809/1",0,3,1108,1108,1108,NA,2014-10-23 00:00:00,296.26,1,1782
"335",100086,10,1,"Wilshire to ORE 217 SB",8,1,"100086/2",0,2,1111,1111,1111,NA,2014-05-01 00:00:00,0.45,2,1790
"336",100087,10,1,"Wilshire to ORE 217 SB",8,1,"100087/3",0,1,1111,1111,1111,NA,2014-05-01 00:00:00,0.45,3,1789
"337",100085,10,1,"Wilshire to ORE 217 SB",8,1,"100085/1",0,3,1111,1111,1111,NA,2014-05-01 00:00:00,0.45,1,1791
"338",100676,12,1,"Jefferson (2R382) to WB US 26",8,1,"100676/2",0,3,1112,1112,1112,NA,2014-09-29 00:00:00,73.33,2,1795
"339",100677,12,1,"Jefferson (2R382) to WB US 26",8,1,"100677/3",0,2,1112,1112,1112,NA,2014-09-29 00:00:00,73.33,3,1794
"340",100678,12,1,"Jefferson (2R382) to WB US 26",8,1,"100678/4",0,1,1112,1112,1112,NA,2014-09-29 00:00:00,73.33,4,1793
"341",100960,4,1,"Stafford Rd (2R390) to SB I-205",8,1,"100960/1",20,2,1114,1114,1114,NA,2014-09-01 00:00:00,2.86,1,1801
"342",100961,4,1,"Stafford Rd (2R390) to SB I-205",8,1,"100961/2",20,1,1114,1114,1114,NA,2014-09-01 00:00:00,2.86,2,1800
"343",100966,4,1,"10th (2R379) to SB I-205",8,1,"100966/1",20,2,1115,1115,1115,NA,2014-09-01 00:00:00,6.09,1,1804
"344",100967,4,1,"10th (2R379) to SB I-205",8,1,"100967/2",20,1,1115,1115,1115,NA,2014-09-01 00:00:00,6.09,2,1803
"345",100946,3,1,"Powell (2R051) to NB I-205",8,1,"100946/3",1,1,1117,1117,1117,NA,2014-12-01 16:03:40,19.4,3,1809
"346",100945,3,1,"Powell (2R051) to NB I-205",8,1,"100945/2",1,2,1117,1117,1117,NA,2014-12-01 16:03:40,19.4,2,1810
"347",100944,3,1,"Powell (2R051) to NB I-205",8,1,"100944/1",1,3,1117,1117,1117,NA,2014-12-01 16:03:40,19.4,1,1811
"348",100072,10,1,"Barnes SB",8,1,"100072/2",0,1,1118,1118,1118,NA,2014-05-01 00:00:00,0.08,2,1813
"349",100071,10,1,"Barnes SB",8,1,"100071/1",0,2,1118,1118,1118,NA,2014-05-01 00:00:00,0.08,1,1814
"350",100331,6,1,"Taylor to I-405 SB",8,1,"100331/1",0,2,1120,1120,1120,NA,2014-05-01 00:00:00,1.81,1,1825
"351",100328,6,1,"Montgomery to I-405 SB",8,1,"100328/1",0,3,1121,1121,1121,NA,2014-05-01 00:00:00,1.37,1,1831
"352",100329,6,1,"Montgomery to I-405 SB",8,1,"100329/2",0,2,1121,1121,1121,NA,2014-05-01 00:00:00,1.37,2,1830
"353",100330,6,1,"Montgomery to I-405 SB",8,1,"100330/3",0,1,1121,1121,1121,NA,2014-05-01 00:00:00,1.37,3,1829
"354",100679,12,1,"Clay (2R383) to WB US 26",8,1,"100679/1",0,2,1122,1122,1122,NA,2014-09-29 00:00:00,73.71,1,1836
"355",100680,12,1,"Clay (2R383) to WB US 26",8,1,"100680/2",0,1,1122,1122,1122,NA,2014-09-29 00:00:00,73.71,2,1835
"356",100692,11,1,"EB US 26 (2R383) to NB I-405, Market",8,1,"100692/1",0,2,1123,1123,1123,NA,2014-09-29 00:00:00,73.71,1,1841
"357",100693,11,1,"EB US 26 (2R383) to NB I-405, Market",8,1,"100693/2",0,1,1123,1123,1123,NA,2014-09-29 00:00:00,73.71,2,1840
"358",100934,3,1,"Sunnybrook(2R053) to NB I-205",8,1,"100934/3",1,1,1124,1124,1124,NA,2014-12-01 16:00:20,14.32,3,1850
"359",100933,3,1,"Sunnybrook(2R053) to NB I-205",8,1,"100933/2",1,2,1124,1124,1124,NA,2014-12-01 16:00:20,14.32,2,1851
"360",100932,3,1,"Sunnybrook(2R053) to NB I-205",8,1,"100932/1",1,3,1124,1124,1124,NA,2014-12-01 16:00:20,14.32,1,1852
"361",100992,4,1,"Sunnyside (2R028) to SB I-205",8,1,"100992/3",1,1,1125,1125,1125,NA,2014-12-01 16:09:00,14.58,3,1856
"362",100991,4,1,"Sunnyside (2R028) to SB I-205",8,1,"100991/2",1,2,1125,1125,1125,NA,2014-12-01 16:09:00,14.58,2,1857
"363",100990,4,1,"Sunnyside (2R028) to SB I-205",8,1,"100990/1",1,3,1125,1125,1125,NA,2014-12-01 16:09:00,14.58,1,1858
