detectorid,highwayid,enabledflag,locationtext,detectortype,detectorclass,detectortitle,detectorstatus,lanenumber,stationid,rampid,controllerid,end_date,start_date,milepost,agency_lane,atms_id
5765,51,1,6th Ave,8,1,014es01239:_MW___1,0,1,1634,1634,1634,,2004-01-01 00:00:00-08,12.39,1,5765
5767,50,1,Lady Island,8,1,014es01314:_ME___1,0,1,1635,1635,1635,,2004-01-01 00:00:00-08,13.14,1,5767
5768,51,1,Lady Island,8,1,014es01314:_MW___1,0,1,1636,1636,1636,,2004-01-01 00:00:00-08,13.14,1,5768
5769,50,1,Union,8,1,014es01465:_ME___1,0,1,1637,1637,1637,,2004-01-01 00:00:00-08,14.65,1,5769
5770,50,1,Union,8,1,014es01465:_ME___2,0,2,1637,1637,1637,,2004-01-01 00:00:00-08,14.65,2,5770
5771,51,1,Union,8,1,014es01465:_MW___1,0,1,1638,1638,1638,,2004-01-01 00:00:00-08,14.65,1,5771
5772,51,1,Union,8,1,014es01465:_MW___2,0,2,1638,1638,1638,,2004-01-01 00:00:00-08,14.65,2,5772
5773,54,1,NE 58th,8,1,205es03153:_MN___1,0,1,1639,1639,1639,,2004-01-01 00:00:00-08,31.53,1,5773
5774,54,1,NE 58th,8,1,205es03153:_MN___2,0,2,1639,1639,1639,,2004-01-01 00:00:00-08,31.53,2,5774
5775,55,1,NE 58th,8,1,205es03153:_MS___1,0,1,1640,1640,1640,,2004-01-01 00:00:00-08,31.53,1,5775
5776,55,1,NE 58th,8,1,205es03153:_MS___2,0,2,1640,1640,1640,,2004-01-01 00:00:00-08,31.53,2,5776
5777,54,1,Andresen,8,1,205es03345:_MN___1,0,1,1641,1641,1641,,2004-01-01 00:00:00-08,33.45,1,5777
5090,55,1, I-205 SB at 18th St ML2             ,8,1,205es02936:_MS__S2,0,2,1543,1543,1543,,2004-01-01 00:00:00-08,29.36,2,5090
5091,55,1, I-205 SB at 18th St ML3             ,8,1,205es02936:_MS__S3,0,3,1543,1543,1543,,2004-01-01 00:00:00-08,29.36,3,5091
5683,54,1,I-205 NB at mp29.36 ML1,8,1,205es02936:_MN__S1,0,1,1611,1611,1611,,2004-01-01 00:00:00-08,29.36,1,5683
5684,54,1,I-205 NB at mp29.36 ML2,8,1,205es02936:_MN__S2,0,2,1611,1611,1611,,2004-01-01 00:00:00-08,29.36,2,5684
5685,54,1,I-205 NB at mp29.36 ML3,8,1,205es02936:_MN__S3,0,3,1611,1611,1611,,2004-01-01 00:00:00-08,29.36,3,5685
5109,55,1, I-205 SB at 83rd Ramp ML1           ,8,1,205es03290:_MS__S1,0,1,1561,1561,1561,,2004-01-01 00:00:00-08,32.9,1,5109
5108,55,1, I-205 SB at 83rd Ramp ML2           ,8,1,205es03290:_MS__S2,0,2,1561,1561,1561,,2004-01-01 00:00:00-08,32.9,2,5108
5093,54,1, I-205 NB at 77th St ML1             ,8,1,205es03290:_MN__S1,0,1,1545,1545,1545,,2004-01-01 00:00:00-08,32.9,1,5093
5092,54,1, I-205 NB at 77th St ML2             ,8,1,205es03290:_MN__S2,0,2,1545,1545,1545,,2004-01-01 00:00:00-08,32.9,2,5092
5691,54,1,I-205 NB at mp32.22 ML1,8,1,205es03222:_MN___1,0,1,1613,1613,1613,,2004-01-01 00:00:00-08,32.22,1,5691
5692,54,1,I-205 NB at mp32.22 ML2,8,1,205es03222:_MN___2,0,2,1613,1613,1613,,2004-01-01 00:00:00-08,32.22,2,5692
5094,55,1, I-205 SB at 77th St ML1             ,8,1,205es03223:_MS___1,0,1,1547,1547,1547,,2004-01-01 00:00:00-08,32.23,1,5094
5095,55,1, I-205 SB at 77th St ML2             ,8,1,205es03223:_MS___2,0,2,1547,1547,1547,,2004-01-01 00:00:00-08,32.23,2,5095
5083,55,1, I-205 SB at 119th St ML1            ,8,1,205es03562:_MS__S1,0,1,1537,1537,1537,,2004-01-01 00:00:00-08,35.62,1,5083
5082,55,1, I-205 SB at 119th St ML2            ,8,1,205es03562:_MS__S2,0,2,1537,1537,1537,,2004-01-01 00:00:00-08,35.62,2,5082
5699,54,1,I-205 NB at mp35.62 ML1,8,1,205es03562:_MN__S1,0,1,1614,1614,1614,,2004-01-01 00:00:00-08,35.62,1,5699
5700,54,1,I-205 NB at mp35.62 ML2,8,1,205es03562:_MN__S2,0,2,1614,1614,1614,,2004-01-01 00:00:00-08,35.62,2,5700
5079,54,1, I-205 NB at 50th Ave ML1            ,8,1,205es03481:_MN__S1,0,1,1535,1535,1535,,2004-01-01 00:00:00-08,34.81,1,5079
5078,54,1, I-205 NB at 50th Ave ML2            ,8,1,205es03481:_MN__S2,0,2,1535,1535,1535,,2004-01-01 00:00:00-08,34.81,2,5078
5080,55,1, I-205 SB at 50th Ave ML1            ,8,1,205es03481:_MS__S1,0,1,1536,1536,1536,,2004-01-01 00:00:00-08,34.81,1,5080
5081,55,1, I-205 SB at 50th Ave ML2            ,8,1,205es03481:_MS__S2,0,2,1536,1536,1536,,2004-01-01 00:00:00-08,34.81,2,5081
1149,1,0,Macadam Ave NB,8,5,I5N299.70-ENTD1,0,1,5015,1015,1015,,2004-01-01 00:00:00-08,299.7,1,1149
1311,2,0,Hood Ave SB,8,5,I5S299.25-ENTD1,0,1,5036,1036,1036,,2004-01-01 00:00:00-08,299.25,1,1311
1492,9,0,72nd Ave NB to NB,8,5,ORG217N6.61-ENTD1,0,1,5071,1071,1071,,2004-01-01 00:00:00-08,6.61,1,1492
1506,9,0,99W WB to NB,8,5,ORG217N5.85-ENTD1,0,1,5069,1069,1069,,2004-01-01 00:00:00-08,5.85,1,1506
1513,9,0,Greenburg NB,8,5,ORG217N4.65-ENTD1,0,1,5068,1068,1068,,2004-01-01 00:00:00-08,4.65,1,1513
1520,9,0,Scholls Fy NB,8,5,ORG217N3.85-ENTD1,0,1,5067,1067,1067,,2004-01-01 00:00:00-08,3.85,1,1520
1527,9,0,Denney Rd NB,8,5,ORG217N2.68-ENTD1,0,1,5066,1066,1066,,2004-01-01 00:00:00-08,2.68,1,1527
1534,9,0,Allen Blvd NB,8,5,ORG217N2.16-ENTD1,0,1,5065,1065,1065,,2004-01-01 00:00:00-08,2.16,1,1534
1541,9,0,TV Hwy NB,8,5,ORG217N1.34-ENTD1,0,1,5064,1064,1064,,2004-01-01 00:00:00-08,1.34,1,1541
1548,9,0,Walker Rd NB,8,5,ORG217N0.66-ENTD1,0,1,5063,1063,1063,,2004-01-01 00:00:00-08,0.66,1,1548
1556,10,0,Walker Rd SB,8,5,ORG217S0.76-ENTD1,0,1,5080,1080,1080,,2004-01-01 00:00:00-08,0.76,1,1556
1563,10,0,B-H Hwy SB,8,5,ORG217S1.92-ENTD1,0,1,5079,1079,1079,,2004-01-01 00:00:00-08,1.92,1,1563
1570,10,0,Allen Blvd SB,8,5,ORG217S2.55-ENTD1,0,1,5078,1078,1078,,2004-01-01 00:00:00-08,2.55,1,1570
1577,10,0,Denney Rd SB,8,5,ORG217S3.12-ENTD1,0,1,5077,1077,1077,,2004-01-01 00:00:00-08,3.12,1,1577
1584,10,0,Hall Blvd SB,8,5,ORG217S3.50-ENTD1,0,1,5076,1076,1076,,2004-01-01 00:00:00-08,3.5,1,1584
1591,10,0,Scholls Fy SB,8,5,ORG217S4.35-ENTD1,0,1,5075,1075,1075,,2004-01-01 00:00:00-08,4.35,1,1591
1598,10,0,Greenburg SB,8,5,ORG217S5.11-ENTD1,0,1,5074,1074,1074,,2004-01-01 00:00:00-08,5.11,1,1598
1605,10,0,99W EB to SB,8,5,ORG217S5.95-ENTD1,0,1,5073,1073,1073,,2004-01-01 00:00:00-08,5.95,1,1605
1612,10,0,72nd SB,8,5,ORG217S6.77-ENTD1,0,1,5072,1072,1072,,2004-01-01 00:00:00-08,6.77,1,1612
1792,10,0,Wilshire to ORE 217 SB,8,5,ORE217N0.45-ENTD1,0,1,5111,1111,1111,,2004-01-01 00:00:00-08,0.45,1,1792
1815,10,0,Barnes SB,8,5,ORE217S0.1-ENTD1,0,1,5118,1118,1118,,2004-01-01 00:00:00-08,0.1,1,1815
1823,6,0,Everett to I-405 SB,8,5,I405S2.22-ENTD1,0,1,5119,1119,1119,,2004-01-01 00:00:00-08,2.22,1,1823
1828,6,0,Taylor to I-405 SB,8,5,I405S1.81-ENTD1,0,1,5120,1120,1120,,2004-01-01 00:00:00-08,1.81,1,1828
1834,6,0,Montgomery to I-405 SB,8,5,I405S1.37-ENTD1,0,1,5121,1121,1121,,2004-01-01 00:00:00-08,1.37,1,1834
1900,5,0,Couch to I-405 NB,8,5,I405N2.3-ENTD1,0,1,5132,1132,1132,,2004-01-01 00:00:00-08,2.3,1,1900
1906,5,0,Glisan to I-405 NB,8,5,I405N2.46-ENTD1,0,1,5133,1133,1133,,2004-01-01 00:00:00-08,2.46,1,1906
1913,6,0,5th to I-405 SB,8,5,I405S.97-ENTD1,0,1,5134,1134,1134,,2004-01-01 00:00:00-08,0.97,1,1913
1919,6,0,Broadway to I-405 SB,8,5,I405S1.08-ENTD1,0,1,5135,1135,1135,,2004-01-01 00:00:00-08,1.08,1,1919
1980,9,0,Walker Rd NB,8,1,ORG217N0.66-ML3,0,3,1063,1063,1063,2014-04-30 00:00:00-07,2004-01-01 00:00:00-08,0.66,3,1980
3429,2,0,I-5 SB N. of Columbia off-ramp ML1,8,1,I-5 SB N. of Columbia off-ramp ML1,0,1,3174,3174,74,,2004-01-01 00:00:00-08,305.92,1,3429
3430,2,0,I-5 SB N. of Columbia off-ramp ML2,8,1,I-5 SB N. of Columbia off-ramp ML2,0,2,3174,3174,74,,2004-01-01 00:00:00-08,305.92,2,3430
3001,4,1,I-205 SB at Park Place ML1,8,1,I-205 SB at Park Place ML1,30,1,3001,3001,254,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.05,1,3001
3002,4,1,I-205 SB at Park Place ML2,8,1,I-205 SB at Park Place ML2,30,2,3001,3001,254,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.05,2,3002
3003,4,1,I-205 SB at Park Place ML3,8,1,I-205 SB at Park Place ML3,30,3,3001,3001,254,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.05,3,3003
3004,3,1,I-205 NB at Park Place ML1,8,1,I-205 NB at Park Place ML1,30,1,3002,3002,254,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.05,1,3004
3005,3,1,I-205 NB at Park Place ML2,8,1,I-205 NB at Park Place ML2,30,2,3002,3002,254,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.05,2,3005
3006,3,1,I-205 NB at Park Place ML3,8,1,I-205 NB at Park Place ML3,30,3,3002,3002,254,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.05,3,3006
3217,7,1,I-84 EB @ 148th ML1,8,1,I-84 EB @ 148th ML1,30,1,3141,3141,91,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.47,1,3217
3218,7,1,I-84 EB @ 148th ML2,8,1,I-84 EB @ 148th ML2,30,2,3141,3141,91,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.47,2,3218
3219,7,1,I-84 EB @ 148th ML3,8,1,I-84 EB @ 148th ML3,30,3,3141,3141,91,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.47,3,3219
3220,8,1,I-84 WB @ 148th ML1,8,1,I-84 WB @ 148th ML1,30,1,3142,3142,91,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.47,1,3220
3221,8,1,I-84 WB @ 148th ML2,8,1,I-84 WB @ 148th ML2,30,2,3142,3142,91,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.47,2,3221
3222,8,1,I-84 WB @ 148th ML3,8,1,I-84 WB @ 148th ML3,30,3,3142,3142,91,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,11.47,3,3222
3223,7,1,I-84 EB @ 162nd ML1,8,1,I-84 EB @ 162nd ML1,30,1,3143,3143,93,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.16,1,3223
3261,7,1,I-84 EB @ 102nd ML1,8,1,I-84 EB @ 102nd ML1,0,1,3137,3137,87,,2004-01-01 00:00:00-08,6.7,1,3261
3262,7,1,I-84 EB @ 102nd ML2,8,1,I-84 EB @ 102nd ML2,0,2,3137,3137,87,,2004-01-01 00:00:00-08,6.7,2,3262
3285,1,0,I-5 NB N. of Columbia off-ramp ML1,8,1,I-5 NB N. of Columbia off-ramp ML1,0,1,3124,3124,74,,2004-01-01 00:00:00-08,305.92,1,3285
3286,1,0,I-5 NB N. of Columbia off-ramp ML2,8,1,I-5 NB N. of Columbia off-ramp ML2,0,2,3124,3124,74,,2004-01-01 00:00:00-08,305.92,2,3286
3287,1,0,I-5 NB N. of Columbia off-ramp ML3,8,1,I-5 NB N. of Columbia off-ramp ML3,0,3,3124,3124,74,,2004-01-01 00:00:00-08,305.92,3,3287
3224,7,1,I-84 EB @ 162nd ML2,8,1,I-84 EB @ 162nd ML2,30,2,3143,3143,93,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.16,2,3224
3225,7,1,I-84 EB @ 162nd ML3,8,1,I-84 EB @ 162nd ML3,30,3,3143,3143,93,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.16,3,3225
3226,8,1,I-84 WB @ 162nd ML1,8,1,I-84 WB @ 162nd ML1,30,1,3144,3144,93,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.16,1,3226
3227,8,1,I-84 WB @ 162nd ML2,8,1,I-84 WB @ 162nd ML2,30,2,3144,3144,93,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.16,2,3227
3228,8,1,I-84 WB @ 162nd ML3,8,1,I-84 WB @ 162nd ML3,30,3,3144,3144,93,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,12.16,3,3228
3433,1,0,I-5 NB @ Marquam Bridge ML4,8,1,I-5 NB @ Marquam Bridge ML4,0,4,3119,3119,69,,2004-01-01 00:00:00-08,300.5,4,3433
3281,1,0,I-5 NB @ Marquam Bridge ML1,8,1,I-5 NB @ Marquam Bridge ML1,0,1,3119,3119,69,,2004-01-01 00:00:00-08,300.5,1,3281
3282,1,0,I-5 NB @ Marquam Bridge ML2,8,1,I-5 NB @ Marquam Bridge ML2,0,2,3119,3119,69,,2004-01-01 00:00:00-08,300.5,2,3282
1886,1,0,Wilsonville to I-5 NB,8,1,I5N283.93-ML3,0,3,1130,1130,1130,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,283.93,3,1886
3288,3,1,I-205 NB @ Prosperity Park ML1,8,1,I-205 NB @ Prosperity Park ML1,30,1,3100,3100,50,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,1.96,1,3288
3289,3,1,I-205 NB @ Prosperity Park ML2,8,1,I-205 NB @ Prosperity Park ML2,30,2,3100,3100,50,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,1.96,2,3289
1050,2,0,Lower Boones SB,8,1,I5N290.40-ML2,0,2,1039,1039,1039,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,290.4,2,1050
3290,3,1,I-205 NB @ Prosperity Park ML3,8,1,I-205 NB @ Prosperity Park ML3,30,3,3100,3100,50,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,1.96,3,3290
3291,4,1,I-205 SB @ Prosperity Park ML1,8,1,I-205 SB @ Prosperity Park ML1,30,1,3101,3101,50,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,1.96,1,3291
3292,4,1,I-205 SB @ Prosperity Park ML2,8,1,I-205 SB @ Prosperity Park ML2,30,2,3101,3101,50,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,1.96,2,3292
3293,4,1,I-205 SB @ Prosperity Park ML3,8,1,I-205 SB @ Prosperity Park ML3,30,3,3101,3101,50,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,1.96,3,3293
3294,3,1,I-205 NB @ Blankenship ML1,8,1,I-205 NB @ Blankenship ML1,30,1,3102,3102,52,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,5.39,1,3294
3295,3,1,I-205 NB @ Blankenship ML2,8,1,I-205 NB @ Blankenship ML2,30,2,3102,3102,52,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,5.39,2,3295
3296,3,1,I-205 NB @ Viewpoint ML1,8,1,I-205 NB @ Viewpoint ML1,30,1,3103,3103,53,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,7.6,1,3296
3297,3,1,I-205 NB @ Viewpoint ML2,8,1,I-205 NB @ Viewpoint ML2,30,2,3103,3103,53,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,7.6,2,3297
3298,3,1,I-205 SB @ Viewpoint ML1,8,1,I-205 SB @ Viewpoint ML1,30,1,3104,3104,53,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,7.6,1,3298
3299,3,1,I-205 SB @ Viewpoint ML2,8,1,I-205 SB @ Viewpoint ML2,30,2,3104,3104,53,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,7.6,2,3299
3377,7,1,I-84 EB @ Marine Dr ML1,8,1,I-84 EB @ Marine Dr ML1,30,1,3183,3183,115,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,16.9,1,3377
3378,7,1,I-84 EB @ Marine Dr ML2,8,1,I-84 EB @ Marine Dr ML2,30,2,3183,3183,115,2014-09-01 00:00:00-07,2004-01-01 00:00:00-08,16.9,2,3378
1824,6,0,Taylor to I-405 SB,8,1,I405S1.81-ML1,0,1,1120,1120,1120,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.81,1,1824
3397,2,0,I-5 SB N. of Morrison Bridge ML3,8,1,I-5 SB N. of Morrison Bridge ML3,0,3,3120,3120,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,301.13,3,3397
3407,2,0,Marquam Bridge SB Catwalk ML1,8,1,Marquam Bridge SB Catwalk ML1,0,1,3186,3186,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,300.26,1,3407
3408,2,0,Marquam Bridge SB Catwalk ML2,8,1,Marquam Bridge SB Catwalk ML2,0,2,3186,3186,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,300.26,2,3408
3409,2,0,Marquam Bridge SB Catwalk ML3,8,1,Marquam Bridge SB Catwalk ML3,0,3,3186,3186,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,300.26,3,3409
3410,2,0,Marquam Bridge SB Catwalk ML4,8,1,Marquam Bridge SB Catwalk ML4,0,4,3186,3186,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,300.26,4,3410
3311,5,1,I-405 NB @ Jefferson ML1,8,1,I-405 NB @ Jefferson ML1,0,1,3109,3109,59,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.77,1,3311
3411,2,0,I-5 SB @ Ross Island Bridge ML1,8,1,I-5 SB @ Ross Island Bridge ML1,0,1,3187,3187,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,299.8,1,3411
3412,2,0,I-5 SB @ Ross Island Bridge ML2,8,1,I-5 SB @ Ross Island Bridge ML2,0,2,3187,3187,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,299.8,2,3412
3415,5,0,I-405 NB @ Ross Island Bridge ML1,8,1,I-405 NB @ Ross Island Bridge ML1,0,1,3201,3201,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.2,1,3415
3416,5,0,I-405 NB @ Ross Island Bridge ML2,8,1,I-405 NB @ Ross Island Bridge ML2,0,2,3201,3201,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.2,2,3416
1723,6,1,Front Ave SB,8,1,US26W0.55-ML2,0,2,1096,1096,1096,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.55,2,1723
1722,6,1,Front Ave SB,8,1,US26W0.55-ML1,2,1,1096,1096,1096,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.55,1,1722
1537,9,0,TV Hwy NB,8,1,ORG217N1.34-ML1,0,1,1064,1064,1064,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.34,1,1537
1538,9,0,TV Hwy NB,8,1,ORG217N1.34-ML2,0,2,1064,1064,1064,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.34,2,1538
1495,9,0,99W EB to NB,8,1,ORG217N5.90-ML1,0,1,1070,1070,1070,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,5.9,1,1495
1496,9,0,99W EB to NB,8,1,ORG217N5.90-ML2,0,2,1070,1070,1070,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,5.9,2,1496
1530,9,0,Allen Blvd NB,8,1,ORG217N2.16-ML1,0,1,1065,1065,1065,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,2.16,1,1530
1531,9,0,Allen Blvd NB,8,1,ORG217N2.16-ML2,0,2,1065,1065,1065,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,2.16,2,1531
1516,9,0,Scholls Fy NB,8,1,ORG217N3.85-ML1,0,1,1067,1067,1067,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.85,1,1516
1517,9,0,Scholls Fy NB,8,1,ORG217N3.85-ML2,0,2,1067,1067,1067,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,3.85,2,1517
1509,9,0,Greenburg NB,8,1,ORG217N4.65-ML1,0,1,1068,1068,1068,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,4.65,1,1509
1510,9,0,Greenburg NB,8,1,ORG217N4.65-ML2,0,2,1068,1068,1068,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,4.65,2,1510
1502,9,0,99W WB to NB,8,1,ORG217N5.85-ML1,0,1,1069,1069,1069,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,5.85,1,1502
1503,9,0,99W WB to NB,8,1,ORG217N5.85-ML2,0,2,1069,1069,1069,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,5.85,2,1503
1488,9,0,72nd Ave NB to NB,8,1,ORG217N6.61-ML1,0,1,1071,1071,1071,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,6.61,1,1488
1489,9,0,72nd Ave NB to NB,8,1,ORG217N6.61-ML2,0,2,1071,1071,1071,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,6.61,2,1489
3069,9,0,217-NB @ TV Hwy ML1,8,1,217-NB @ TV Hwy ML1,0,1,3155,3155,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.5,1,3069
3070,9,0,217-NB @ TV Hwy ML2,8,1,217-NB @ TV Hwy ML2,0,2,3155,3155,0,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.5,2,3070
1173,1,1,Broadway NB,8,1,I5N302.50-ML1,0,1,1018,1018,1018,2017-01-01 00:00:00-08,2004-01-01 00:00:00-08,302.5,1,1173
1174,1,1,Broadway NB,8,1,I5N302.50-ML2,0,2,1018,1018,1018,2017-01-01 00:00:00-08,2004-01-01 00:00:00-08,302.5,2,1174
1829,6,0,Montgomery to I-405 SB,8,1,I405S1.37-ML1,0,1,1121,1121,1121,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.37,1,1829
1830,6,0,Montgomery to I-405 SB,8,1,I405S1.37-ML2,0,2,1121,1121,1121,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.37,2,1830
1831,6,0,Montgomery to I-405 SB,8,1,I405S1.37-ML3,0,3,1121,1121,1121,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.37,3,1831
1907,6,0,5th to I-405 SB,8,1,I405S.97-ML1,0,1,1134,1134,1134,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.97,1,1907
1908,6,0,5th to I-405 SB,8,1,I405S.97-ML2,0,2,1134,1134,1134,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.97,2,1908
1909,6,0,5th to I-405 SB,8,1,I405S.97-ML3,0,3,1134,1134,1134,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.97,3,1909
1910,6,0,5th to I-405 SB,8,1,I405S.97-ML4,0,4,1134,1134,1134,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.97,4,1910
1914,6,0,Broadway to I-405 SB,8,1,I405S1.08-ML1,0,1,1135,1135,1135,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.08,1,1914
1814,10,0,Barnes SB,8,1,ORE217S0.1-ML2,0,2,1118,1118,1118,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.08,2,1814
1915,6,0,Broadway to I-405 SB,8,1,I405S1.08-ML2,0,2,1135,1135,1135,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.08,2,1915
1916,6,0,Broadway to I-405 SB,8,1,I405S1.08-ML3,0,3,1135,1135,1135,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,1.08,3,1916
1027,1,0,Nyberg WB to NB,8,1,I5N289.63-ML3,0,3,1004,1004,1004,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,289.63,3,1027
1026,1,0,Nyberg WB to NB,8,1,I5N289.63-ML2,0,2,1004,1004,1004,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,289.63,2,1026
1025,1,0,Nyberg WB to NB,8,1,I5N289.63-ML1,0,1,1004,1004,1004,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,289.63,1,1025
1665,11,0,ORE 217 NB to EB,8,1,US26E69.31-ML2,0,2,1088,1088,1088,2014-09-29 00:00:00-07,2004-01-01 00:00:00-08,69.31,2,1665
1664,11,0,ORE 217 NB to EB,8,1,US26E69.31-ML1,0,1,1088,1088,1088,2014-09-29 00:00:00-07,2004-01-01 00:00:00-08,69.31,1,1664
3322,1,0,I-5 NB S. of N. Wilsonville ML3,8,1,I-5 NB S. of N. Wilsonville ML3,0,3,3165,3165,63,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,285.28,3,3322
3321,1,0,I-5 NB S. of N. Wilsonville ML2,8,1,I-5 NB S. of N. Wilsonville ML2,0,2,3165,3165,63,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,285.28,2,3321
3320,1,0,I-5 NB S. of N. Wilsonville ML1,8,1,I-5 NB S. of N. Wilsonville ML1,0,1,3165,3165,63,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,285.28,1,3320
1051,2,0,Lower Boones SB,8,1,I5N290.40-ML3,0,3,1039,1039,1039,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,290.4,3,1051
1049,2,0,Lower Boones SB,8,1,I5N290.40-ML1,0,1,1039,1039,1039,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,290.4,1,1049
1075,1,0,ORE 217/Kruseway NB,8,1,I5N292.18-ML3,0,3,1007,1007,1007,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,292.18,3,1075
1074,1,0,ORE 217/Kruseway NB,8,1,I5N292.18-ML2,0,2,1007,1007,1007,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,292.18,2,1074
1073,1,0,ORE 217/Kruseway NB,8,1,I5N292.18-ML1,0,1,1007,1007,1007,2014-09-19 00:00:00-07,2004-01-01 00:00:00-08,292.18,1,1073
1523,9,1,Denney Rd NB,8,1,ORG217N2.68-ML1,0,1,1066,1066,1066,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,2.68,1,1523
1524,9,1,Denney Rd NB,8,1,ORG217N2.68-ML2,0,2,1066,1066,1066,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,2.68,2,1524
1791,10,0,Wilshire to ORE 217 SB,8,1,ORE217N0.45-ML3,0,3,1111,1111,1111,2014-05-01 00:00:00-07,2004-01-01 00:00:00-08,0.45,3,1791
